Date,Open,High,Low,Close,Adj Close,Volume,%delivery,Share Delivery,52_Week_High,52_Week_Low,Basic EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),P/E,P/B (price to book ratio),FII,DII,%Delivery,Delivery_Volume,Traded_Volume
04-03-2021,3023,3081.449951,3016.050049,3049.699951,2893.063232,3916760,0.186266299,7295.603891,3989.899902,2879,82.78,91.93,202.15,38,33.17415372,15.0863218,15.62,7.83,52%,2035.32,3916.76
05-03-2021,3016.100098,3063.199951,2996.600098,3008.050049,2853.552734,3203686,0.152355195,4880.982058,3989.899902,2879,82.78,91.93,202.15,38,32.72109267,14.88028716,15.62,7.83,43.40%,1390.83,3203.69
08-03-2021,3016,3033,2996,3006.949951,2852.509033,2003125,0.095261053,1908.197958,3989.899902,2879,82.78,91.93,202.15,38,32.70912598,14.87484517,15.62,7.83,42.10%,842.67,2003.13
09-03-2021,3006.949951,3066.899902,2992.100098,3050.949951,2894.249268,1942397,0.092373058,1794.251516,3989.899902,2879,82.78,91.93,202.15,38,33.18775102,15.09250532,15.62,7.83,52.50%,1020.34,1942.4
10-03-2021,3075,3093.199951,3060,3070.949951,2913.22168,3053778,0.145226137,4434.883834,3989.899902,2879,82.78,91.93,202.15,38,33.40530786,15.19144176,15.62,7.83,53.40%,1631.89,3053.78
12-03-2021,3075,3117,3041.350098,3057.949951,2900.889404,2938317,0.139735249,4105.864568,3989.899902,2879,82.78,91.93,202.15,38,33.26389591,15.12713308,15.62,7.83,49.90%,1465.67,2938.32
15-03-2021,3041,3099,3041,3066.149902,2908.668457,3097083,0.147285559,4561.556024,3989.899902,2879,82.78,91.93,202.15,38,33.35309368,15.16769677,15.62,7.83,54.20%,1677.14,3097.14
16-03-2021,3060,3141,3060,3110.050049,2950.313477,4894756,0.232776092,11393.82171,3989.899902,2879,82.78,91.93,202.15,38,33.83063253,15.38486297,15.62,7.83,49.90%,2441.09,4894.76
17-03-2021,3105,3155,3085.300049,3112.949951,2953.064697,3838390,0.182539318,7006.570929,3989.899902,2879,82.78,91.93,202.15,38,33.86217721,15.39920827,15.62,7.83,46.30%,1776.83,3838.39
18-03-2021,3125.949951,3146.449951,2987.050049,3036.5,2880.54126,3656306,0.173880091,6357.588212,3989.899902,2879,82.78,91.93,202.15,38,33.03056674,15.02102399,15.62,7.83,45.70%,1670.04,3656.31
19-03-2021,3030,3099,3005,3050.199951,2893.537842,5776626,0.274714495,15869.22894,3989.899902,2879,82.78,91.93,202.15,38,33.17959264,15.08879521,15.62,7.83,54.30%,3138.7,5776.63
22-03-2021,3048.699951,3139.449951,3018.649902,3129.649902,2968.906494,2821646,0.134186817,3786.276955,3989.899902,2879,82.78,91.93,202.15,38,34.04383664,15.48181995,15.62,7.83,41.30%,1165.28,2821.65
23-03-2021,3140,3169,3122.850098,3142.600098,2981.19165,3305973,0.157219578,5197.636806,3989.899902,2879,82.78,91.93,202.15,38,34.18470682,15.54588225,15.62,7.83,48.90%,1615.4,3305.97
24-03-2021,3111.199951,3152.300049,3111.149902,3121.100098,2960.796143,2207104,0.104961523,2316.609965,3989.899902,2879,82.78,91.93,202.15,38,33.95083322,15.43952559,15.62,7.83,42.20%,930.78,2207.1
25-03-2021,3112.199951,3130.850098,3050,3064.850098,2907.435059,3179786,0.151218602,4808.427921,3989.899902,2879,82.78,91.93,202.15,38,33.33895461,15.16126687,15.62,7.83,49.30%,1567.36,3179.79
26-03-2021,3090.649902,3118,3043.050049,3066.800049,2909.285156,3697370,0.17583294,6501.194371,3989.899902,2879,82.78,91.93,202.15,38,33.36016587,15.17091293,15.62,7.83,40.90%,1512.15,3697.37
30-03-2021,3083,3188.449951,3060.899902,3158.550049,2996.322754,4694008,0.223229276,10478.40005,3989.899902,2879,82.78,91.93,202.15,38,34.35820786,15.62478382,15.62,7.83,48.50%,2277.18,4694.26
31-03-2021,3155,3205,3132,3177.850098,3014.631592,3530069,0.167876737,5926.164645,3989.899902,2879,82.78,91.93,202.15,38,34.56815074,15.72025772,15.62,7.83,35%,1236.71,3530.07
01-04-2021,3191.100098,3215,3145,3165,3002.44165,4285076,0.203782016,8732.214241,3989.899902,2879,82.78,91.93,202.15,38,34.42836941,15.65669058,15.43,7.97,52.70%,2256.61,4285.08
05-04-2021,3171,3263,3151,3238.899902,3072.545654,5317862,0.252897413,13448.73545,3989.899902,2879,82.78,91.93,202.15,38,35.23224086,16.02226021,15.43,7.97,47.40%,2518.86,5317.86
06-04-2021,3275,3275,3230,3264.699951,3097.020996,2291562,0.108978026,2497.299029,3989.899902,2879,82.78,91.93,202.15,38,35.51288971,16.14988845,15.43,7.97,36.40%,834.51,2291.56
07-04-2021,3259,3277.550049,3234.800049,3271.399902,3103.376465,2491268,0.118475288,2951.536944,3989.899902,2879,82.78,91.93,202.15,38,35.58577072,16.18303192,15.43,7.97,45.20%,1125.69,2491.27
08-04-2021,3270,3335,3266.050049,3317.350098,3146.966309,2578118,0.122605546,3160.915649,3989.899902,2879,82.78,91.93,202.15,38,36.08560968,16.41033934,15.43,7.97,38.30%,987.26,2578.12
09-04-2021,3354,3354.350098,3308,3322.25,3151.614258,2911129,0.13844229,4030.233659,3989.899902,2879,82.78,91.93,202.15,38,36.13891004,16.43457828,15.43,7.97,35.90%,1043.66,2911.13
12-04-2021,3322.25,3338.100098,3213.199951,3246.550049,3079.802979,3791828,0.180325005,6837.614043,3989.899902,2879,82.78,91.93,202.15,38,35.31545794,16.06010412,15.43,7.97,35.10%,1329.12,3791.83
13-04-2021,3214,3214,3073.050049,3104.050049,2944.621582,8654596,0.411579869,35620.57484,3989.899902,2879,82.78,91.93,202.15,38,33.76536548,15.35518204,15.43,7.97,35.90%,3104.22,8654.6
15-04-2021,3160.300049,3237.25,3087.449951,3218.949951,3053.620361,6062760,0.288321946,17480.26764,3989.899902,2879,82.78,91.93,202.15,38,35.01522845,15.92357136,15.43,7.97,50.10%,3038.66,6062.76
16-04-2021,3229,3247,3182.600098,3195.149902,3031.042969,3224657,0.153352497,4945.092018,3989.899902,2879,82.78,91.93,202.15,38,34.75633528,15.80583677,15.43,7.97,43.50%,1401.64,3224.66
19-04-2021,3169,3189,3135.100098,3161.800049,2999.405518,2679106,0.127408153,3413.399484,3989.899902,2879,82.78,91.93,202.15,38,34.39356085,15.64086099,15.43,7.97,50.10%,1340.91,2679.11
20-04-2021,3225,3225.350098,3126.350098,3144.550049,2983.041748,3141893,0.149416554,4694.508241,3989.899902,2879,82.78,91.93,202.15,38,34.20591808,15.55552831,15.43,7.97,55.60%,1747.54,3141.89
22-04-2021,3148,3148,3105.25,3118.800049,2958.614258,1988980,0.09458837,1881.343758,3989.899902,2879,82.78,91.93,202.15,38,33.92581365,15.42814766,15.43,7.97,59.90%,1191.72,1988.98
23-04-2021,3105,3119,3091.050049,3109.5,2949.791748,1615309,0.07681799,1240.8479,3989.899902,2879,82.78,91.93,202.15,38,33.82464919,15.38214197,15.43,7.97,47.80%,772.36,1615.31
26-04-2021,3102.050049,3153,3088.050049,3100.800049,2941.538574,2490260,0.118427352,2949.148966,3989.899902,2879,82.78,91.93,202.15,38,33.7300125,15.33910487,15.43,7.97,54%,1345.35,2490.26
27-04-2021,3106,3136.100098,3103,3132,2971.136475,1471417,0.06997503,1029.624488,3989.899902,2879,82.78,91.93,202.15,38,34.06940063,15.49344546,15.43,7.97,57.80%,849.77,1471.42
28-04-2021,3149.949951,3151,3112,3124.100098,2963.64209,1639037,0.077946404,1277.570396,3989.899902,2879,82.78,91.93,202.15,38,33.98346674,15.45436605,15.43,7.97,51.70%,847.76,1639.04
29-04-2021,3145.600098,3157.350098,3105.5,3115.25,2955.246582,1621395,0.077107417,1250.215801,3989.899902,2879,82.78,91.93,202.15,38,33.88719678,15.4105862,15.43,7.97,51.70%,837.57,1621.39
30-04-2021,3099,3132.050049,3020,3035.649902,2879.735352,3072305,0.146107211,4488.859164,3989.899902,2879,82.78,91.93,202.15,38,33.02131951,15.01681871,15.43,7.97,63.20%,1942.47,3072.3
03-05-2021,3024.899902,3055,3004,3037,2881.015625,1545831,0.073513879,1136.400325,3989.899902,2879,82.78,91.93,202.15,38,33.03600566,15.0234974,15.43,7.97,41.20%,636.26,1545.83
04-05-2021,3062.800049,3090,3035,3049.75,2893.11084,1990777,0.094673828,1884.744799,3989.899902,2879,82.78,91.93,202.15,38,33.17469814,15.08656938,15.43,7.97,45.80%,912.44,1990.78
05-05-2021,3070,3099.399902,3052.399902,3095.699951,2936.700684,1939289,0.092225254,1788.5142,3989.899902,2879,82.78,91.93,202.15,38,33.67453444,15.31387559,15.43,7.97,51.70%,1003.4,1939.29
06-05-2021,3105.5,3134,3074,3111.449951,2951.641846,1791671,0.0852051,1526.595061,3989.899902,2879,82.78,91.93,202.15,38,33.84586045,15.39178803,15.43,7.97,46.40%,831.13,1791.67
07-05-2021,3133,3159.850098,3111.800049,3132.899902,2971.990234,1912540,0.090953172,1739.515803,3989.899902,2879,82.78,91.93,202.15,38,34.07918963,15.49789712,15.43,7.97,49.50%,946.39,1912.54
10-05-2021,3145.949951,3164.199951,3125,3145.5,2983.942383,2137153,0.101634918,2172.093689,3989.899902,2879,82.78,91.93,202.15,38,34.2162515,15.56022755,15.43,7.97,58.90%,1258.11,2137.15
11-05-2021,3125,3128.100098,3091.149902,3122.600098,2962.219482,2415625,0.114877993,2775.021522,3989.899902,2879,82.78,91.93,202.15,38,33.96714998,15.44694582,15.43,7.97,61.50%,1484.83,2415.63
12-05-2021,3120,3120,3070.600098,3087.600098,2929.016357,1978558,0.094092739,1861.679413,3989.899902,2879,82.78,91.93,202.15,38,33.58642552,15.27380706,15.43,7.97,61.60%,1219.69,1978.56
14-05-2021,3098.5,3098.5,3040,3051.5,2894.770996,2043935,0.097201822,1986.742057,3989.899902,2879,82.78,91.93,202.15,38,33.19373436,15.09522632,15.43,7.97,62.70%,1281.54,2043.93
17-05-2021,3055,3075.199951,3036,3069.75,2912.083496,2890462,0.137459446,3973.213047,3989.899902,2879,82.78,91.93,202.15,38,33.39225498,15.18550581,15.43,7.97,60.90%,1759.85,2890.46
18-05-2021,3100,3124,3078,3088.800049,2930.155273,2098538,0.099798534,2094.310162,3989.899902,2879,82.78,91.93,202.15,38,33.59947839,15.27974301,15.43,7.97,55.10%,1156.83,2098.54
19-05-2021,3084,3118,3067.100098,3082,2923.704346,1986041,0.094448602,1875.787961,3989.899902,2879,82.78,91.93,202.15,38,33.52550854,15.24610438,15.43,7.97,62.60%,1244.08,1986.04
20-05-2021,3067.100098,3088.800049,3052.100098,3060,2902.833984,2329027,0.11075972,2579.623775,3989.899902,2879,82.78,91.93,202.15,38,33.28619602,15.1372743,15.43,7.97,64.90%,1512.33,2329.03
21-05-2021,3061,3088.199951,3055.100098,3080.5,2922.28125,1685566,0.080159147,1351.135327,3989.899902,2879,82.78,91.93,202.15,38,33.50919178,15.23868415,15.43,7.97,64.40%,1085.31,1685.57
24-05-2021,3081.5,3105,3072,3081.5,2923.229736,1652260,0.07857524,1298.267252,3989.899902,2879,82.78,91.93,202.15,38,33.52006962,15.24363097,15.43,7.97,54.30%,896.77,1652.26
25-05-2021,3092,3128.25,3082.100098,3114,2968.51123,1841613,0.087580152,1612.887472,3989.899902,2879,82.78,91.93,202.15,38,33.87359948,15.40440267,15.43,7.97,49%,902.28,1841.61
26-05-2021,3120,3165,3103.800049,3158.5,3010.931396,1923753,0.09148642,1759.972754,3989.899902,2879,82.78,91.93,202.15,38,34.35766344,15.62453624,15.43,7.97,48.70%,937.13,1923.75
27-05-2021,3161.949951,3217.75,3161.800049,3180,3031.427246,5959785,0.283424845,16891.51138,3989.899902,2879,82.78,91.93,202.15,38,34.59153704,15.7308929,15.43,7.97,62.60%,3733.27,5959.78
28-05-2021,3189.5,3198,3135.649902,3143.600098,2996.728027,1763701,0.083874952,1479.303371,3989.899902,2879,82.78,91.93,202.15,38,34.19558466,15.55082908,15.43,7.97,53.40%,941.31,1763.7
31-05-2021,3150,3170.350098,3128.600098,3159.149902,3011.55127,1652799,0.078600872,1299.114432,3989.899902,2879,82.78,91.93,202.15,38,34.36473297,15.62775119,15.43,7.97,44.30%,731.41,1652.8
01-06-2021,3168.600098,3169.949951,3132,3153,3005.688477,1377441,0.065505887,902.3049419,3989.899902,2879,82.78,91.93,202.15,38,34.29783531,15.59732872,15.43,7.97,54.40%,748.84,1377.44
02-06-2021,3150.850098,3159.449951,3115,3129.449951,2983.239014,2240078,0.106529641,2386.347062,3989.899902,2879,82.78,91.93,202.15,38,34.0416616,15.48083082,15.43,7.97,63%,1411.61,2240.08
03-06-2021,3154.550049,3154.550049,3122.649902,3141.25,2994.487549,1281706,0.060953092,781.2394385,3989.899902,2879,82.78,91.93,202.15,38,34.17002067,15.53920356,15.43,7.97,48.20%,617.8,1281.71
04-06-2021,3128,3156.850098,3125,3143.75,2996.87085,1836060,0.087316073,1603.175484,3989.899902,2879,82.78,91.93,202.15,38,34.19721527,15.55157062,15.43,7.97,60.80%,1117.23,1836.06
07-06-2021,3145,3190.449951,3133.600098,3183.199951,3034.477295,2559821,0.12173541,3116.208584,3989.899902,2879,82.78,91.93,202.15,38,34.6263456,15.74672249,15.43,7.97,62%,1587.94,2559.82
08-06-2021,3198,3231,3187.199951,3200.149902,3050.635498,2574057,0.12241242,3150.965469,3989.899902,2879,82.78,91.93,202.15,38,34.81072449,15.83057087,15.43,7.97,51.10%,1314.33,2574.06
09-06-2021,3202,3220,3186.199951,3200.25,3050.730957,1710925,0.081365125,1392.096267,3989.899902,2879,82.78,91.93,202.15,38,34.81181334,15.83106604,15.43,7.97,58.20%,996.57,1710.92
10-06-2021,3210,3224,3193,3216.800049,3066.507568,1874324,0.089135764,1670.693015,3989.899902,2879,82.78,91.93,202.15,38,34.99184215,15.91293618,15.43,7.97,53.50%,1002.38,1874.32
11-06-2021,3211.550049,3309,3211,3273.800049,3120.844727,3452954,0.164209439,5670.07639,3989.899902,2879,82.78,91.93,202.15,38,35.61187913,16.19490502,15.43,7.97,41.40%,1428.49,3452.95
14-06-2021,3279,3308.699951,3270.350098,3276.350098,3123.275635,1847360,0.087853458,1622.969641,3989.899902,2879,82.78,91.93,202.15,38,35.63961816,16.20751965,15.43,7.97,50.10%,925.4,1847.36
15-06-2021,3298,3298,3251.550049,3262.75,3110.310791,1304985,0.062060153,809.8756919,3989.899902,2879,82.78,91.93,202.15,38,35.49167845,16.14024239,15.43,7.97,53.20%,694.19,1304.98
16-06-2021,3262.100098,3294.699951,3253,3274.350098,3121.369141,1635552,0.07778067,1272.143307,3989.899902,2879,82.78,91.93,202.15,38,35.61786248,16.19762601,15.43,7.97,59.50%,973.25,1635.55
17-06-2021,3265.5,3336.050049,3260,3317.75,3162.740723,2273413,0.108114928,2457.898829,3989.899902,2879,82.78,91.93,202.15,38,36.08995975,16.41231759,15.43,7.97,57.50%,1308.14,2273.41
18-06-2021,3350.899902,3358,3275,3297.300049,3143.246826,3380431,0.160760519,5434.398427,3989.899902,2879,82.78,91.93,202.15,38,35.86750842,16.31115532,15.43,7.97,55%,1857.89,3380.43
21-06-2021,3265,3286,3251.699951,3273.100098,3120.177734,1130569,0.053765588,607.8570674,3989.899902,2879,82.78,91.93,202.15,38,35.60426518,16.19144248,15.43,7.97,50.20%,567.53,1130.57
22-06-2021,3304,3327.050049,3285,3301.199951,3146.964355,1708688,0.081258742,1388.458371,3989.899902,2879,82.78,91.93,202.15,38,35.90993094,16.33044745,15.43,7.97,56.20%,960.83,1708.69
23-06-2021,3329,3329,3256.399902,3261.399902,3109.023926,1467104,0.06976992,1023.597289,3989.899902,2879,82.78,91.93,202.15,38,35.4769923,16.1335637,15.43,7.97,65.40%,960.12,1467.1
24-06-2021,3284,3383,3278.5,3373.600098,3215.981689,4155204,0.197605794,8210.923865,3989.899902,2879,82.78,91.93,202.15,38,36.69748828,16.68859806,15.43,7.97,44.20%,1837.24,4155.2
25-06-2021,3375.25,3399.649902,3350,3380.800049,3222.845703,2722861,0.129488976,3525.804823,3989.899902,2879,82.78,91.93,202.15,38,36.77580821,16.72421493,15.43,7.97,58.10%,1582.89,2722.86
28-06-2021,3391.5,3391.5,3333,3336.75,3180.85376,1355238,0.064449996,873.4508372,3989.899902,2879,82.78,91.93,202.15,38,36.29663875,16.5063072,15.43,7.97,49.40%,669.78,1355.24
29-06-2021,3342,3366.300049,3326.5,3340.850098,3184.762207,1497322,0.071206974,1066.197686,3989.899902,2879,82.78,91.93,202.15,38,36.34123896,16.52658965,15.43,7.97,58.40%,874.42,1497.32
30-06-2021,3346,3382,3338.5,3345.75,3189.43335,1693146,0.080519623,1363.314778,3989.899902,2879,82.78,91.93,202.15,38,36.39453932,16.55082859,15.43,7.97,56.60%,958.79,1693.15
01-07-2021,3358,3362,3332.350098,3341.5,3185.381836,990310,0.0470954,466.3904548,3989.899902,2879,82.78,91.93,202.15,38,36.3483085,16.5298046,15.37,7.89,59.60%,590.64,990.31
02-07-2021,3331,3339.699951,3295.199951,3325.449951,3170.081299,1682274,0.080002592,1345.862803,3989.899902,2879,82.78,91.93,202.15,38,36.1737186,16.45040787,15.37,7.89,52.70%,885.9,1682.27
05-07-2021,3342,3374,3302,3321,3165.839355,1972858,0.093821668,1850.968291,3989.899902,2879,82.78,91.93,202.15,38,36.12531274,16.42839476,15.37,7.89,49.80%,981.73,1972.86
06-07-2021,3313,3328,3256.100098,3262.300049,3109.882324,2159420,0.102693852,2217.591576,3989.899902,2879,82.78,91.93,202.15,38,35.48678395,16.13801657,15.37,7.89,48.70%,1052.18,2159.42
07-07-2021,3275,3282.699951,3241.600098,3274.949951,3121.941162,2640710,0.125582185,3316.261313,3989.899902,2879,82.78,91.93,202.15,38,35.62438759,16.20059338,15.37,7.89,52.90%,1398.15,2640.71
08-07-2021,3298,3298,3231.899902,3258.5,3106.259766,2485811,0.118215774,2938.620713,3989.899902,2879,82.78,91.93,202.15,38,35.44544762,16.1192184,15.37,7.89,46.50%,1154.75,2485.81
09-07-2021,3250,3282,3201,3208.149902,3058.261719,6365067,0.302698524,19266.96389,3989.899902,2879,82.78,91.93,202.15,38,34.89774722,15.87014545,15.37,7.89,33.40%,2125.73,6365.07
12-07-2021,3235,3236,3188.350098,3193.100098,3043.915039,1892226,0.089987115,1702.759593,3989.899902,2879,82.78,91.93,202.15,38,34.73403783,15.79569675,15.37,7.89,50.80%,960.8,1892.23
13-07-2021,3214,3214,3175,3187.550049,3038.624512,1809339,0.086045323,1556.851586,3989.899902,2879,82.78,91.93,202.15,38,34.67366528,15.76824165,15.37,7.89,63.60%,1151.25,1809.34
14-07-2021,3187,3222,3185,3214.550049,3064.363037,2044279,0.097218181,1987.410862,3989.899902,2879,82.78,91.93,202.15,38,34.96736701,15.90180583,15.37,7.89,57.50%,1175.67,2044.28
15-07-2021,3227.600098,3231.850098,3194,3202.949951,3059.968262,2232968,0.106191517,2371.222587,3989.899902,2879,82.78,91.93,202.15,38,34.84118298,15.84442222,15.37,7.89,63.60%,1419.36,2232.97
16-07-2021,3213,3219.850098,3192,3194.800049,3052.182129,1256526,0.059755626,750.8449832,3989.899902,2879,82.78,91.93,202.15,38,34.75252963,15.8041061,15.37,7.89,60.70%,762.19,1256.53
19-07-2021,3180,3199.800049,3176,3184.600098,3042.4375,1597058,0.075950041,1212.966207,3989.899902,2879,82.78,91.93,202.15,38,34.64157617,15.75364876,15.37,7.89,64.70%,1033.19,1597.06
20-07-2021,3184.600098,3215,3156.149902,3205.800049,3062.691162,1811945,0.086169254,1561.339498,3989.899902,2879,82.78,91.93,202.15,38,34.87218589,15.85852114,15.37,7.89,60.20%,1090.94,1811.94
22-07-2021,3190,3224.949951,3190,3216.350098,3072.770508,2859334,0.135979116,3888.097091,3989.899902,2879,82.78,91.93,202.15,38,34.98694765,15.91071035,15.37,7.89,69.90%,1999.07,2859.33
23-07-2021,3230,3241.550049,3206.649902,3212.850098,3069.426514,1776193,0.084469024,1500.3329,3989.899902,2879,82.78,91.93,202.15,38,34.94887521,15.89339648,15.37,7.89,63%,1119.76,1776.19
26-07-2021,3200,3224.25,3190.850098,3197.550049,3054.809326,1259611,0.059902337,754.5364313,3989.899902,2879,82.78,91.93,202.15,38,34.78244369,15.81770986,15.37,7.89,60.30%,760.05,1259.61
27-07-2021,3200,3210,3161.149902,3182.949951,3040.861084,1121367,0.053327975,598.0023177,3989.899902,2879,82.78,91.93,202.15,38,34.62362614,15.74548578,15.37,7.89,65.70%,736.73,1121.37
28-07-2021,3188,3204.449951,3132.399902,3197.800049,3055.04834,1660654,0.078974426,1311.491971,3989.899902,2879,82.78,91.93,202.15,38,34.78516315,15.81894657,15.37,7.89,57.50%,954.57,1660.65
29-07-2021,3200.25,3225.449951,3190.300049,3195.800049,3053.137451,1731997,0.08236723,1426.597949,3989.899902,2879,82.78,91.93,202.15,38,34.76340747,15.80905293,15.37,7.89,63.50%,1099.21,1732
30-07-2021,3219,3223.5,3162.350098,3167.449951,3026.052734,2999943,0.142665948,4279.89713,3989.899902,2879,82.78,91.93,202.15,38,34.45501959,15.66881005,15.37,7.89,72.20%,2166.3,2999.94
02-08-2021,3180,3224.899902,3167,3219.399902,3075.683838,2608669,0.124058436,3236.273962,3989.899902,2879,82.78,91.93,202.15,38,35.02012295,15.92579719,15.37,7.89,73.10%,1907.7,2608.67
03-08-2021,3229,3290,3218.949951,3284.899902,3138.26001,3804735,0.180938813,6884.242364,3989.899902,2879,82.78,91.93,202.15,38,35.73262159,16.24981401,15.37,7.89,58.80%,2236.73,3804.74
04-08-2021,3300,3305.199951,3261.199951,3273.949951,3127.798584,2929598,0.139320606,4081.533688,3989.899902,2879,82.78,91.93,202.15,38,35.61350975,16.19564656,15.37,7.89,67.90%,1989.26,2929.6
05-08-2021,3275,3315,3262.5,3283.949951,3137.352539,2534521,0.120532237,3054.91487,3989.899902,2879,82.78,91.93,202.15,38,35.72228817,16.24511477,15.37,7.89,53.60%,1358.15,2534.52
06-08-2021,3272.550049,3324,3265,3309.800049,3162.04834,2292362,0.109016071,2499.042982,3989.899902,2879,82.78,91.93,202.15,38,36.00348144,16.3729906,15.37,7.89,63.70%,1459.68,2292.36
09-08-2021,3323.899902,3337,3310,3322.699951,3174.372559,1510489,0.071833147,1085.031779,3989.899902,2879,82.78,91.93,202.15,38,36.14380454,16.43680411,15.37,7.89,64.20%,969.06,1510.49
10-08-2021,3315.600098,3349.899902,3315.600098,3333.899902,3185.07251,2040777,0.097051639,1980.607533,3989.899902,2879,82.78,91.93,202.15,38,36.26563584,16.49220827,15.37,7.89,60.60%,1237.53,2040.78
11-08-2021,3350,3360,3327.100098,3344.199951,3194.912598,1929707,0.09176957,1770.883816,3989.899902,2879,82.78,91.93,202.15,38,36.37767814,16.54316078,15.37,7.89,59%,1138.09,1929.71
12-08-2021,3326,3368,3326,3351.75,3202.125732,1310205,0.062308397,816.3677302,3989.899902,2879,82.78,91.93,202.15,38,36.45980637,16.58050952,15.37,7.89,63%,824.87,1310.2
13-08-2021,3360.75,3480,3357.5,3463.399902,3308.791748,4363584,0.207515559,9055.115741,3989.899902,2879,82.78,91.93,202.15,38,37.67431635,17.13282168,15.37,7.89,48.90%,2132.47,4363.58
16-08-2021,3460,3494.350098,3436.5,3472.949951,3317.915283,2083489,0.099082861,2064.380501,3989.899902,2879,82.78,91.93,202.15,38,37.77820027,17.18006407,15.37,7.89,56.50%,1177.8,2083.49
17-08-2021,3482.100098,3560.800049,3463,3553.050049,3394.439453,4336019,0.206204672,8941.073759,3989.899902,2879,82.78,91.93,202.15,38,38.64951647,17.57630497,15.37,7.89,62.40%,2704.83,4336.02
18-08-2021,3573.850098,3595,3536.600098,3560.550049,3401.604736,2631309,0.125135109,3292.691381,3989.899902,2879,82.78,91.93,202.15,38,38.73110028,17.61340613,15.37,7.89,65.50%,1723.54,2631.31
20-08-2021,3506,3575,3500,3559.5,3400.601318,2836148,0.134876477,3825.296514,3989.899902,2879,82.78,91.93,202.15,38,38.71967802,17.60821172,15.37,7.89,65.20%,1848.3,2836.15
23-08-2021,3580,3673,3561.899902,3637.399902,3475.023682,3744176,0.178058856,6666.836965,3989.899902,2879,82.78,91.93,202.15,38,39.56706083,17.99356865,15.37,7.89,49.20%,1842.89,3744.18
24-08-2021,3657,3667.350098,3594.399902,3613.199951,3451.904541,2511141,0.119420373,2998.813949,3989.899902,2879,82.78,91.93,202.15,38,39.30381759,17.87385581,15.37,7.89,62%,1556.73,2511.14
25-08-2021,3610,3697.75,3607.050049,3659,3495.659912,2123263,0.100974362,2143.95126,3989.899902,2879,82.78,91.93,202.15,38,39.80202328,18.10042048,15.37,7.89,46.90%,995.37,2123.26
26-08-2021,3660,3687.600098,3647.899902,3671.850098,3507.936279,1902533,0.090477277,1721.360058,3989.899902,2879,82.78,91.93,202.15,38,39.94180461,18.16398762,15.37,7.89,60.70%,1154.82,1902.53
27-08-2021,3666,3729.5,3651.100098,3720.149902,3554.080078,3944728,0.187596351,7400.165797,3989.899902,2879,82.78,91.93,202.15,38,40.46720224,18.40291814,15.37,7.89,64%,2524.64,3944.73
30-08-2021,3715,3740.350098,3687.600098,3701.300049,3536.071777,2033114,0.096687216,1965.761325,3989.899902,2879,82.78,91.93,202.15,38,40.26215652,18.30967128,15.37,7.89,66.40%,1349.62,2033.11
31-08-2021,3709.399902,3804.100098,3703.449951,3786.449951,3617.420166,3207480,0.152535623,4892.549616,3989.899902,2879,82.78,91.93,202.15,38,41.18840369,18.73089266,15.37,7.89,58.10%,1862.27,3207.48
01-09-2021,3796,3816.699951,3707,3714.949951,3549.112305,2643336,0.125707067,3322.860169,3989.899902,2879,82.78,91.93,202.15,38,40.410638,18.37719491,15.37,7.89,70.50%,1863.64,2643.34
02-09-2021,3734,3859.149902,3722,3836.75,3665.474854,3403717,0.161867913,5509.525684,3989.899902,2879,82.78,91.93,202.15,38,41.73555966,18.97971803,15.37,7.89,59.80%,2036.11,3403.72
03-09-2021,3825,3856.899902,3804.550049,3842.050049,3670.538574,1746812,0.083071775,1451.107738,3989.899902,2879,82.78,91.93,202.15,38,41.79321276,19.00593643,15.37,7.89,52.50%,916.98,1746.81
06-09-2021,3849.699951,3877.600098,3814,3852,3680.044189,1723693,0.081972323,1412.951193,3989.899902,2879,82.78,91.93,202.15,38,41.90144675,19.05515706,15.37,7.89,56.80%,978.29,1723.69
07-09-2021,3864,3869.949951,3808.25,3815.899902,3645.555664,1585039,0.075378463,1194.778034,3989.899902,2879,82.78,91.93,202.15,38,41.5087556,18.87657632,15.37,7.89,63.80%,1010.49,1585.04
08-09-2021,3810,3815,3756,3774.149902,3605.668945,4147175,0.197223965,8179.222983,3989.899902,2879,82.78,91.93,202.15,38,41.0546057,18.67004651,15.37,7.89,80.90%,3355.23,4147.18
09-09-2021,3789.699951,3808.699951,3765,3791.399902,3622.149414,1441148,0.068535551,987.6987206,3989.899902,2879,82.78,91.93,202.15,38,41.24224848,18.75537919,15.37,7.89,50%,720.19,1441.15
13-09-2021,3767,3852.399902,3767,3845.350098,3673.691162,1691473,0.080440062,1360.621922,3989.899902,2879,82.78,91.93,202.15,38,41.82911017,19.02226118,15.37,7.89,46.70%,789.49,1691.47
14-09-2021,3849.949951,3896.5,3825,3885.899902,3712.430664,1991188,0.094693374,1885.523099,3989.899902,2879,82.78,91.93,202.15,38,42.27020453,19.22285383,15.37,7.89,63.90%,1273.24,1991.19
15-09-2021,3882.100098,3980,3866,3954.550049,3778.016113,2461369,0.117053405,2881.116221,3989.899902,2879,82.78,91.93,202.15,38,43.01696996,19.56245387,15.37,7.89,49.70%,1222.17,2461.37
